Title	Url	Category
PHẦN 1: CHUYẾN ĐI ĐẦU NĂM..Mang niềm vui và những điều BẤT NGỜ đến cho NGƯỜI NGHÈO. Tập 100	https://www.youtube.com/watch?v=WulH_nI0FjA	Cuộc sống khó khăn
"Cha mẹ bỏ con giữa cuộc đời nghèo khổ, ăn bắp chuối thay cơm để tồn tại qua ngày. Tập 463"	https://www.youtube.com/watch?v=Vx6RO3ThbF0	Gia đình có con nhỏ
NỖI SỢ HÃI TRONG CĂN NHÀ LẠNH LẼO..phải chăm sóc hai người con BỆNH TẬT. Tập 55	https://www.youtube.com/watch?v=JOz1SEILLq4	People with Disabilities
"NGƯỜI ĂN KHÔNG HẾT,KẺ LẦN CHẲNG RA..CẬU BÉ đáng yêu phụ giúp mẹ lụm phân bò để có GẠO ăn. Tập 79"	https://www.youtube.com/watch?v=UVPwJl5NLDc	Gia đình có con nhỏ
"BÍ ẨN ở vùng đất hẻo lánh, người phụ nữ có cơ thể giống NGƯỜI ẾCH sống trong rừng. Tập 414"	https://www.youtube.com/watch?v=yw2ltiq-sTI	People with Disabilities
VUI MỪNG khi thấy người nghèo khổ có nơi ở ổn định vào dịp cận TẾT. Tập 425	https://www.youtube.com/watch?v=_AMCAZ4zX5E	Nhà mới
MÓN QUÀ BẤT NGỜ..TRAO TẶNG CHIẾC XE ĐẠP MƠ ƯỚC CHO CÔ BÉ CHĂN DÊ. Tập 99	https://www.youtube.com/watch?v=sfw4dFC7wq4	Gia đình có con nhỏ
Sống trong căn chòi rách nát TẢ TƠI. Bốn mẹ con có gì ăn nấy. Ăn LÁ MÔN thay CƠM. Tập 128	https://www.youtube.com/watch?v=4S8luFu82os	Gia đình có con nhỏ
2 ngày vượt nắng mưa vào rừng sâu để thực hiện ƯỚC MƠ cho người nghèo. Tập 356	https://www.youtube.com/watch?v=pGeomR5eVao	Nhà mới
Lời kể RỢN NGƯỜI lúc nửa đêm trong căn chòi dưới chân núi của NGƯỜI NGHÈO. Tập 489	https://www.youtube.com/watch?v=rbChuXCbj-E	Cuộc sống khó khăn
"The luckiest POOR households in the mountains and forests, smiles on their lips when their suffer..."	https://www.youtube.com/watch?v=uAeKQiFIzhU	Nhà mới
CẢM ĐỘNG..cậu bé 11 tuổi có MONG ƯỚC là được ăn cá thịt và có một BỮA CƠM cùng với gia đình. Tập 06	https://www.youtube.com/watch?v=7ga0yTZggig	Cuộc sống khó khăn
BẤT NGỜ người chồng quay lại nhận con của cô bé 19 tuổi bị dụ dỗ sống trong rừng hoang. Tập 401	https://www.youtube.com/watch?v=ZKbyo-WNjNw	Nhà mới
Ngỡ ngang cô bé 14 tuổi có 3 đứa con nhỏ nhất miền núi sống trong rừng sâu. Tập 407	https://www.youtube.com/watch?v=5ue7t3_fHXc	Gia đình có con nhỏ
Chồng con KHÓC HẾT NƯỚC MẮT khi thấy kể lại sự việc nhân tình SÁT HẠI vợ mình. Tập 196	https://www.youtube.com/watch?v=xNk3ero4qwI	Cha mẹ đơn thân
HÀNH TRÌNH KHÓ KHĂN..Giúp đỡ NGƯỜI ĐÀN ÔNG dựng lên NGÔI NHÀ MƠ ƯỚC. Tập 105	https://www.youtube.com/watch?v=NUrbCvA4uzg	Nhà mới
ƯỚC MƠ của gia đình nghèo trở nên THẤT BẠI vì 1 lý do không ai ngờ tới. Tập 465	https://www.youtube.com/watch?v=iUtNKiUN8-g	Vấn đề sức khỏe
Sống trong căn chòi MỤC NÁT phải nấu CHÁO HEO ăn để tồn tại trong rừng. Tập 361	https://www.youtube.com/watch?v=mSPu3Fom16w	Cuộc sống khó khăn
Người chồng TỆ BẠC bỏ rơi ba mẹ con.Để con thơ phải chịu thiệt thòi ăn lá ĐU ĐỦ để sống qua ngày 143	https://www.youtube.com/watch?v=I-C8JZFjY2c	Cha mẹ đơn thân
BẤT NGỜ chồng mất không rõ nguyên nhân.Người phụ nữ phải sống CÔ ĐƠN trong căn chòi rách nát.Tập 140	https://www.youtube.com/watch?v=lWso_BLldHI	Cha mẹ đơn thân
Thực hiện ngôi nhà mơ ước cho 3 mẹ con và câu nói xé lòng của đứa con gái út. Tập 188	https://www.youtube.com/watch?v=nXCmDQ0JK3w	Nhà mới
"CHARITY HOUSE in the middle of the mountains, the midwife was in tears of joy. Episode 506"	https://www.youtube.com/watch?v=1zF8QkoWqxc	Nhà mới
SỐNG ẨN CƯ TRONG CĂN CHÒI RÁCH NÁT..Người phụ nữ chứng kiến RẮN HỔ MANG bò vào nhà ăn gà. Tập 220	https://www.youtube.com/watch?v=D_RnHqj3bxc	Cuộc sống khó khăn
NGƯỜI DÂN NGHÈO tập trung đông đúc vui như TẾT đê nhận được món quà cực kì ý nghĩa từ MTQ. Tập 206	https://www.youtube.com/watch?v=S-NfqKTaWBg	Hoạt động cộng đồng
NỖI KHỔ hiện trên mặt và những giọt NƯỚC MẮT..khi nhắc đến căn bệnh BẨM SINH của bà và đứa cháu thơ.	https://www.youtube.com/watch?v=31EQ0C4Ypxc	People with Disabilities
Cả đời nghèo khổ KHÔNG CHỒNG KHÔNG CON sống biệt lập trong rừng sâu. 345	https://www.youtube.com/watch?v=bmpEAWMep6c	Sống một mình
Người phụ nữ nghèo OÀ KHÓC vì thấy người lạ đến nhà bắt sang CAMPUCHIA. Tập 458	https://www.youtube.com/watch?v=VsLbVaFW9eA	Gia đình có con nhỏ
NGƯỜI ĐÀN ÔNG KHỜ sống chung với ĐỘNG VẬT trên núi vui mừng khi nhận được ánh sáng. Tập 158	https://www.youtube.com/watch?v=p707__Xe-3w	Cuộc sống khó khăn
The woman had to live a life of HARD WORK all her life so that her family could have rice to eat....	https://www.youtube.com/watch?v=QEA0zbhTSW4	Cuộc sống khó khăn
"3 bà cháu sống trong CĂN CHÒI RÁCH, phải dùng thức ăn RUỒI BU KIẾN ĐẬU để tồn tại. Tập 452"	https://www.youtube.com/watch?v=ItmxkUlcbXA	Người lớn tuổi
"Người đàn ông nghèo, vì quá nhớ vợ nên quyết định cả đời chỉ sống với ĐỘNG VẬT. Tập 459"	https://www.youtube.com/watch?v=2fd4eIEhGoI	Sống một mình
Bất ngờ NGƯỜI RỪNG dùng tay không đẩy ngã cây ĐU ĐỦ luộc ăn tại chổ. Tập 146	https://www.youtube.com/watch?v=7UyKMTIYJDU	Cuộc sống khó khăn
Người phụ nữ bị chồng ĐÁNH ĐẬP vỡ oà cảm xúc khi ƯỚC MƠ đã thành sự thật. Tập 467	https://www.youtube.com/watch?v=CJ7cFBF_1Eo	Nhà mới
"Cả gia đình lên đỉnh núi cao sống trong chuồng dê bỏ hoang, phải chia nhau 1 gói mì để ăn. Tập 213"	https://www.youtube.com/watch?v=G0BK28uMFFY	Gia đình có con nhỏ
Người PHỤ NỮ mất chồng..không dám ở nhà sợ người xấu và những điều KÌ LẠ khi về đêm. Tập 41	https://www.youtube.com/watch?v=B8l9QdwSOnE	Cuộc sống khó khăn
"KHÔNG AI KHỔ BẰNG, chồng nghiện rượu qua đời chỉ để lại cho vợ CĂN CHÒI ĐỔ NÁT. Tập 468"	https://www.youtube.com/watch?v=IxrCSIRhnMc	Cha mẹ đơn thân
VỢ CHỒNG NGƯỜI RỪNG nhận được MÓN QUÀ QUÝ GIÁ sau 30 năm ngủ bờ ngủ bụi trong rừng. Tập 157	https://www.youtube.com/watch?v=hnSHkP_LoqQ	Nhà mới
Chàng trai tật bẩm sinh có NGHỊ LỰC sống..ước có phép màu để mẹ được sống lại về bên cạnh mình tập21	https://www.youtube.com/watch?v=PFC5LmoqOUI	People with Disabilities
Người em VẤT VẢ lo từng miếng ăn cho chị mình..sợ chị đi lạc sẽ không gặp lại được nữa. Tập 29	https://www.youtube.com/watch?v=_rUG9b-yBVI	People with Disabilities
“MỘT MÌNH NUÔI 3 ĐỨA CON VÀ NGƯỜI EM BỊ THẦN KINH” phải ăn đồ rừng để tồn tại. Tập 392	https://www.youtube.com/watch?v=Eocp0bJ8VWc	Gia đình có con nhỏ
"“CHỒNG MẤT, CON THEO VỢ” bỏ lại người phụ nữ sống cô độc trong rừng núi. Tập 413"	https://www.youtube.com/watch?v=-lDWATx1DSw	Cha mẹ đơn thân
"KHÔNG AI KHỔ BẰNG, ông cụ bà sống trong rừng sâu phải ăn lá rừng để tồn tại qua ngày. Tập 399"	https://www.youtube.com/watch?v=xNOkFO3weQM	Người lớn tuổi
CỤ ÔNG với thân hình GẦY GÒ nhỏ bé..Và bó củi nặng trên vai. Tập 01	https://www.youtube.com/watch?v=a7IrJiOc3pg	Người lớn tuổi
“CHẤN ĐỘNG MIỀN NÚI” người phụ nữ trẻ tuổi quyết định đổi 2 đứa con lấy VÉ SỐ TRÚNG. Tập 433	https://www.youtube.com/watch?v=pHXcggxrKSw	Gia đình có con nhỏ
Lời kể RỢN NGƯỜI khi về đêm..của CỤ BÀ sống CÔ ĐỘC dưới chân núi. Tập 47	https://www.youtube.com/watch?v=UXWnvXGaCXM	Sống một mình
"CỤ ÔNG sống như người vô gia cư trong rừng, vào chòi của người lạ ở khi nào đuổi thì đi. Tập 350"	https://www.youtube.com/watch?v=VjWPGx0u70I	Người lớn tuổi
"Sống trong căn chòi hai vách, nơi TRÚ ẨN chưa ai biết sự nghèo khổ của người ĐỒNG BÀO CƠ HO. Tập 211"	https://www.youtube.com/watch?v=dlojSYqmqo8	Cuộc sống khó khăn
Bị CON RUỘT ĐUỔI RA KHỎI NHÀ. CỤ BÀ khóc cạn nước mắt vì không sống nổi nữa. Tập 71	https://www.youtube.com/watch?v=akc_f4cAENY	Sống một mình
The simple DREAM of the POOR people has come true. Episode 512	https://www.youtube.com/watch?v=v-9bWXUhtQY	Tất Cả Về Gà
CỤ ÔNG LANG THANG..bị MẤT MỘT TAY và MỘT CHÂN không cần sự giúp đỡ từ ai. Tập 66	https://www.youtube.com/watch?v=FkujqfvxUjQ	People with Disabilities
"Two tycoons met each other in the mountains of POOR, one of them shed TEARS. Episode 514"	https://www.youtube.com/watch?v=cKQ27i0btNI	Sống một mình
"The poorest family in the MOUNTAINS, shed TEARS over the DREAMS of children. Episode 511"	https://www.youtube.com/watch?v=cbQRv-gbit4	Cuộc sống khó khăn
Mang ánh sáng lên vùng cao cho NGƯỜI RỪNG sống ẩn danh trên núi ăn tất cả các loại lá cây. Tập 159	https://www.youtube.com/watch?v=Y_7iQfTeK2c	Cuộc sống khó khăn
NGƯỜI ĐÀN ÔNG BỊ XE TÔNG CHẤN THƯƠNG..Sống CÔ ĐỘC một mình trong CĂN CHÒI HIU QUẠNH. Tập 81	https://www.youtube.com/watch?v=xAY6eaDfxes	Sống một mình
“CÔ GÁI 19 TUỔI BỊ LỪA CÓ BẦU” ôm con thơ 5 tháng tuổi vào rừng sâu để sống. Tập 377	https://www.youtube.com/watch?v=ShjLrm9oVJY	Cha mẹ đơn thân
“CUỘC SỐNG NGHÈO KHỔ CỦA NGƯỜI ĐỒNG BÀO” Uống nguồn nước bẩn quanh năm. Tập 391	https://www.youtube.com/watch?v=h3qSXgB4N9s	Người lớn tuổi
"Vùng đất nghèo KẺ ĂN KHÔNG HẾT, NGƯỜI LẦN KHÔNG RA trẻ em nghèo có được ƯỚC MƠ. Tập 472"	https://www.youtube.com/watch?v=vQCODdczHD4	People with Disabilities
"MTQ vượt hơn nửa vòng trái đất đến VIỆT NAM, 250 gia đình thay đổi cuộc sống. Tập 504"	https://www.youtube.com/watch?v=xyHlMGOQoqw	Hoạt động cộng đồng
GIẢI CỨU chú rùa đá bị giam giữ suốt 4 năm để cứu người được trả về với thiên nhiên. Tập 198	https://www.youtube.com/watch?v=yaDXuVfHQ7s	Cuộc sống khó khăn
CHÀNG TRAI bị tật hy sinh nhường nơi ấm áp cho em gái ngủ..còn mình phải nằm ở nơi lạnh lẽo. Tập 22	https://www.youtube.com/watch?v=uQFFocb7Wbk	People with Disabilities
XÓT XA..CỤ BÀ SỐNG TRONG CĂN CHÒI RÁCH NÁT VỚI GÀ. Không có GẠO ăn phải ăn ĐU ĐỦ qua ngày. Tập 107	https://www.youtube.com/watch?v=8bxS7D6UiNg	Người lớn tuổi
Đau lòng khi thấy người phụ nữ phải vất vả đi nhặt phân bò để nuôi đứa con tâm thần. 131	https://www.youtube.com/watch?v=vJ_yMcBlh0E	People with Disabilities
"Người đàn ông có 1 bàn tay và 3 bàn chân KÌ LẠ nhất thế giới, ẩn mình trong rừng sâu. Tập 497"	https://www.youtube.com/watch?v=RPCT8WxuTnI	People with Disabilities
Bài thuốc dân gian kì lạ có hiệu lực ngay tức khắc của người đồng bào RAGLAY. Tập 353	https://www.youtube.com/watch?v=XVYurXEFQS0	Cuộc sống khó khăn
"GIẢ VỜ vào xin tiền cụ bà nghèo khổ mua đồ ăn, ai ngờ bà cho 2 cây sắt đi bán kiếm tiền. Tập 504"	https://www.youtube.com/watch?v=w-bMvfhnm2Q	Người lớn tuổi
Vợ chồng cụ ông ĐÔI ĐŨA LỆCH cả đời sống trong HANG ĐÁ làm mọi việc để có GẠO mà ăn. Tập 166	https://www.youtube.com/watch?v=WvgyFJ61GQ0	Nhà đá
"4 Bà cháu ở trong CĂN CHÒI CŨ NÁT trên đỉnh núi cao, nghèo đến mức 4 người chỉ 2 gói mì tôm. 218"	https://www.youtube.com/watch?v=U1eMUxtIIfg	Gia đình có con nhỏ
THỰC HIỆN ƯỚC MƠ cho 3 mẹ con nghèo khổ có CĂN NHÀ MỚI trên rừng núi. Tập 417	https://www.youtube.com/watch?v=S7nYNRo_Big	Nhà mới
"Sống trong HANG ĐÁ trên đỉnh núi cao, nỗi khổ kinh hoàng của người đồng bào RAGLAI. Tập 208"	https://www.youtube.com/watch?v=xAHnYesgBc4	Nhà đá
TẬN CÙNG NỖI KHỔ.. Người phụ nữ sống CÔ ĐỘC một mình ăn MÌ TÔM sống qua ngày. Tập 54	https://www.youtube.com/watch?v=Q7nA4ZLphMQ	Sống một mình
CON THƠ KHÁT SỮA..NGƯỜI PHỤ NỮ phải lặn lội giữa trời nắng NHẶT PHÂN BÒ ĐỂ MUA SỮA CHO CON. Tập 84	https://www.youtube.com/watch?v=6Ux6DkhtKeU	Cha mẹ đơn thân
Không ngại mưa gió..mang món quà nhỏ bé lên ngọn đồi gặp NGƯỜI PHỤ NỮ sống CÔ ĐỘC một mình. Tập 14	https://www.youtube.com/watch?v=GBcHPqOetfo	Sống một mình
“NGƯỜI MẸ GIÀ CÔ ĐƠN TRONG RỪNG NÚI” Buồn tủi khi bị con đuổi. Tập 385	https://www.youtube.com/watch?v=UuqbLtkyW5Q	Người lớn tuổi
THỬ LÒNG người đồng bào đi lên đỉnh núi cao bán CÁ KHÔ với cái giá cực rẻ. Tập 236	https://www.youtube.com/watch?v=KHOo6O0aDsQ	Cuộc sống khó khăn
Đi vào khu vực rừng núi ẩm thấp nhất để tiếp tế lương thực cho bà con nghèo không có gì để sống /209	https://www.youtube.com/watch?v=5OwltraOTDs	Vấn đề sức khỏe
Người phụ nữ TÀN TẬT bật khóc NỞ NỞ khi bị cháu đuổi ra khỏi nhà. Tập 461	https://www.youtube.com/watch?v=p-lRaKQkd2Y	People with Disabilities
CHÀNG TRAI..cặm cuội nhặt ve chai để kiếm tiền nuôi sống bản thân và mẹ của mình.Tập 45	https://www.youtube.com/watch?v=gkoThG4hOlE	Cuộc sống khó khăn
"Cô gái khờ trẻ tuổi nhất miền núi, cùng 2 con vào rừng sâu trú ẩn, ăn lá rừng để tồn tại. Tập 410"	https://www.youtube.com/watch?v=GaCXP-q-uzo	Gia đình có con nhỏ
"NGHÈO RỚT MỒNG TƠI bị bệnh sợ mất bỏ lại con thơ,ăn lá rừng sống qua ngày vì không còn gạo. Tập 190"	https://www.youtube.com/watch?v=F9R5pyFnZoU	Vấn đề sức khỏe
TIẾN NGUYỄN bất ngờ đưa hai cha con anh CƯỜNG đi ngay trong đêm vì điều này. Tập 203	https://www.youtube.com/watch?v=naNjBA9M2m8	Vấn đề sức khỏe
"Gặp SỰ CỐ trên đường, chạy đua với thời gian để nhìn thấy nụ cười của NGƯỜI NGHÈO. Tập 478"	https://www.youtube.com/watch?v=8LguCG7Qvvg	Hoạt động cộng đồng
"Sống trong CĂN CHÒI RÁCH NÁT tã tơi vì mưa gió gây ra, không còn nơi nào ở được. Tập 470"	https://www.youtube.com/watch?v=y97m9BhZ9zI	Gia đình có con nhỏ
BẤT NGỜ CỤ BÀ CÓ THÂN HÌNH NHỎ BÉ..VÁC BAO CỦI TO HƠN THÂN MÌNH. Tập 58	https://www.youtube.com/watch?v=kPL6yeidjMo	Người lớn tuổi
CỨ NGỠ LÀ GIẤC MƠ 3 mẹ con vui mừng rơi nước mắt khi nhận được CĂN NHÀ TÌNH THƯƠNG. Tập 400	https://www.youtube.com/watch?v=NsRhrDjkFww	Nhà mới
Cụ bà sống lủi thủi một mình tromg căn chòi tả tới không người thân bên cạnh. Tập 402	https://www.youtube.com/watch?v=8t3nsfFxM9s	Người lớn tuổi
"HÀNH TRÌNH vượt dốc đá, để dựng lên CĂN NHÀ đẹp lung linh giữa núi rừng. Tập 438"	https://www.youtube.com/watch?v=o_dzrbQjL9I	Nhà mới
HÀNH TRÌNH lên đỉnh núi cao TRUY TÌM căn chòi 2 vách của 2 mẹ con GẠO không có mà ăn. 174	https://www.youtube.com/watch?v=J2tW4MSPZgc	Gia đình có con nhỏ
"HÀNH TRÌNH đi tìm lại sự sống, chị Lan BẤT NGỜ khi nhận được số tiền lớn. Tập 496"	https://www.youtube.com/watch?v=1taz_sJpqMw	Vấn đề sức khỏe
"BỮA CƠM CHAN NƯỚC MẮT, người phụ nữ sống trong rừng sâu nhặt VE CHAI sống qua ngày. Tập 205"	https://www.youtube.com/watch?v=zAVOHK7--vg	Cuộc sống khó khăn
"Mong muốn có được một tình yêu ĐÍCH THỰC, không ngờ bị 3 người chồng nhẫn tâm BỎ RƠI. Tập 473"	https://www.youtube.com/watch?v=Lpgd_1wHXso	Cha mẹ đơn thân
VƯỢT ĐÈO LỘI SUỐI..GIAN NAN KHÔNG CHÙN BƯỚC để dựng lên CĂN NHÀ TÌNH THƯƠNG cho người nghèo. Tập 124	https://www.youtube.com/watch?v=vQkMzdRiHN0	Nhà mới
"Cuộc sống ÉO LE của đôi vợ chồng trẻ tuổi, chồng đánh đổi bàn tay để có sữa cho con uống. Tập 348"	https://www.youtube.com/watch?v=NynWiCP5toE	Gia đình có con nhỏ
BẤT NGỜ nghe tiếng động trong bụi cỏ khi đi hái rau rừng trên núi cao về ăn. Tập 138	https://www.youtube.com/watch?v=NevZKeuZPTQ	Vấn đề sức khỏe
CỤ BÀ có nụ cười GIÒN TAN..sống CÔ ĐỘC CỰC KHỔ trên núi..và kể về câu chuyện khi gặp CỌP DỮ. Tập 48	https://www.youtube.com/watch?v=uP-oF0uFx2g	Sống một mình
BẤT NGỜ 19 năm 4 mẹ con sống chung với RẮN ĐỘC trong HANG ĐÁ. Tập 177	https://www.youtube.com/watch?v=1Oc02wbsF8Y	Nhà đá
Sống trên đỉnh núi cao trong CĂN CHÒI RÁCH NÁT không có tiền phải đào khoai rừng để ăn. Tập 228	https://www.youtube.com/watch?v=Y_ufKuDcPP0	Cuộc sống khó khăn
"BỊ CHỒNG BẠO HÀNH vì không đáp ứng CHUYỆN ẤY, người phụ nữ ôm con vào rừng TRÚ ẨN. Tập 422"	https://www.youtube.com/watch?v=DIeheg4wIm0	Cha mẹ đơn thân
"Căn chòi TẢ TƠI trên tảng đá, CHỒNG MẤT SỚM bỏ lại vợ và những đứa con thơ sống khổ sở. Tập 358"	https://www.youtube.com/watch?v=2dla0X60X0o	Cha mẹ đơn thân
BẤT NGỜ..Thiếu nữ nhỏ tuổi nhất vùng núi lấy số tiền lớn đổi lấy căn nhà tình thương. Tập 147	https://www.youtube.com/watch?v=Xr4ctNUkmz4	Nhà mới
"Bà lão 15 năm sống CÔ ĐỘC trong rừng sâu không có gạo ăn, chỉ mặc 1 bộ đồ duy nhất. Tập 453"	https://www.youtube.com/watch?v=EM3OA6gbdqU	Người lớn tuổi
“SỐNG TRONG CĂN CHÒI MỤC NÁT ĐÁNG THƯƠNG” cha mẹ bỏ rơi hai đứa trẻ cho bà nuôi. Tập 388	https://www.youtube.com/watch?v=C77bIkDdC_k	Gia đình có con nhỏ
“VƯỢT QUA MỌI GIAN NAN” để nhìn thấy những giọt nước mắt hạnh phúc của người nghèo. Tập 383	https://www.youtube.com/watch?v=FdmlEbwqqgk	Nhà mới
Sống trong “CĂN CHÒI MỤC NÁT” người vợ phải nuôi chồng bị LIỆT nửa người. Tập 368	https://www.youtube.com/watch?v=oLvkTc69Hnw	People with Disabilities
GIA ĐÌNH BẤT HẠNH..CHÀNG TRAI TRẺ TỰ TI sợ người đời chê cười vì mắc phải CĂN BỆNH LẠ. Tập 95	https://www.youtube.com/watch?v=OK-l0eHNWP4	Vấn đề sức khỏe
ƯỚC MƠ của người ĐÀN ÔNG nay đã được thực hiện...một MÁI ẤM TÌNH THƯƠNG che NẮNG MƯA. TẬP 30	https://www.youtube.com/watch?v=8oNcTMyTbIg	Nhà mới
JOURNEY to build DREAMS for poor people in mountainous areas to develop the economy. Episode 513	https://www.youtube.com/watch?v=DUCTfUIFb9U	Tất Cả Về Gà
TẬN CÙNG NỖI KHỔ..vợ chồng CỤ ÔNG sống trong CĂN CHÒI RÁCH NÁT..gạo không có mà ăn. Tập 46	https://www.youtube.com/watch?v=b47u9U_4YDQ	Người lớn tuổi
"3 năm sống trong HANG ĐÁ, gia đình nghèo phải chịu cảnh ĐÓI quanh năm. Tập 424"	https://www.youtube.com/watch?v=lw9Cu5bWLYs	Nhà đá
"KÌ LẠ người phụ nữ chỉ sinh được con trai, khi mang bầu con gái đều MẤT hết. Tập 426"	https://www.youtube.com/watch?v=tikNJMKHFs4	Gia đình có con nhỏ
CỤ ÔNG SỐNG TRONG CĂN CHÒI RÁCH NÁT..Kể lại chuyện KHÓ TIN nhất trong đời của ông. Tập 96	https://www.youtube.com/watch?v=O8PPhIN-k0c	Người lớn tuổi
